id	syndrome	syndrome_id	livre	chapitre	organe_llm	attribution	signe	verbatim	cand1	cand2	cand3	choix
1465	15.3 Hereditary Rickets (MIM 307800, 193100, 241520, 613312, 241530, 264700, 600081, 277440, 600785, 300554, 612089)		genereviews	rickets-xlh	bone	direct	histologic signs of osteomalacia	In adults, burosumab compared to placebo improved joint stiffness and physical function and improved healing of pseudofractures as well as histologic signs of osteomalacia				NOUVEAU
1274	16.3 Infantile Osteopetrosis (MIM 259700, 259710, 259720, 611490)		genereviews	tcirg1-opt	bone marrow	direct	normal or increased numbers of multinucleated osteoclasts unable to resorb bone	The hallmark manifestation on bone marrow aspirate and biopsy shows normal or increased numbers of multinucleated osteoclasts unable to resorb bone	FOETO:PF.SQU-NOR-015 | Ostéoclaste multinucléé dans lacune de résorption | squelette | 0.6	FOETO:PF.HEM-INF-006 | Hémophagocytose médullaire | hematolymphoide | 0.47	FOETO:PF.HEM-NOR-040 | Hématopoïèse médullaire osseuse (moelle) | hematolymphoide | 0.47	NOUVEAU
1275	16.3 Infantile Osteopetrosis (MIM 259700, 259710, 259720, 611490)		genereviews	tcirg1-opt	bone	direct	accumulation of primary spongiosa and the persistence of mineralized cartilage within the metaphyses	This defect leads to the accumulation of primary spongiosa and the persistence of mineralized cartilage within the metaphyses				NOUVEAU
1276	16.3 Infantile Osteopetrosis (MIM 259700, 259710, 259720, 611490)		genereviews	tcirg1-opt	bone	direct	metaphyseal regions become sclerotic and disorganized	The metaphyseal regions become sclerotic and disorganized, and the normal longitudinal growth of bones is severely compromised	FOETO:PF.MUL-MET-124 | Désorganisation de la plaque de croissance osseuse | multi_organe | 0.47			FOETO:PF.MUL-MET-124
1416	16.6 Osteopetrosis with Renal Tubular Acidosis (MIM 259730)	ORPHA:2785	genereviews	tcirg1-opt	bone marrow	direct	multinucleated osteoclasts unable to resorb bone	The hallmark manifestation on bone marrow aspirate and biopsy shows normal or increased numbers of multinucleated osteoclasts unable to resorb bone	FOETO:PF.SQU-NOR-015 | Ostéoclaste multinucléé dans lacune de résorption | squelette | 0.6	FOETO:PF.HEM-INF-006 | Hémophagocytose médullaire | hematolymphoide | 0.47	FOETO:PF.HEM-NOR-040 | Hématopoïèse médullaire osseuse (moelle) | hematolymphoide | 0.47	NOUVEAU
1277	17.12 Craniodiaphyseal Dysplasia (MIM 122860, 218300)		genereviews	ced	bone	contexte	increased bone resorption and secondary remodeling with increased osteoblast activity and decreased lamellar bone deposition	histologic studies following steroid therapy showed increased bone resorption and secondary remodeling with increased osteoblast activity and decreased lamellar bone deposition	FOETO:PF.SQU-NOR-012 | Os lamellaire | squelette | 0.6	FOETO:PF.SQU-MAL-011 | Bandes d'interruption de l'ossification métaphysaire (bandes claires métaphysaires) | squelette | 0.5	FOETO:PF.MUL-MET-079 | Densification osseuse généralisée (pycnodysostose) | multi_organe | 0.5	NON
1278	17.12 Craniodiaphyseal Dysplasia (MIM 122860, 218300)		genereviews	ptdss1-lmhd	skin	direct	almost complete absence of dermal elastic tissue	Individuals had an almost complete absence of dermal elastic tissue in a punch biopsy taken from the forearm				FOETO:PF.MUL-MET-023
1279	17.12 Craniodiaphyseal Dysplasia (MIM 122860, 218300)		genereviews	sost	bone	direct	increased bone volume and thickness of cortex and trabeculae	Histologic examination of bone reveals increased bone volume and thickness of cortex and trabeculae	FOETO:PF.SQU-NOR-021 | Trabécules osseuses médullaires | squelette | 0.6			FOETO:PF.MUL-MET-079
1280	17.12 Craniodiaphyseal Dysplasia (MIM 122860, 218300)		genereviews	sost	bone	direct	increased osteoblastic bone formation with normal or decreased osteoclastic bone resorption	increased osteoblastic bone formation with normal or decreased osteoclastic bone resorption	FOETO:PF.SQU-NOR-015 | Ostéoclaste multinucléé dans lacune de résorption | squelette | 0.6			FOETO:PF.MUL-MET-079
1281	17.12 Craniodiaphyseal Dysplasia (MIM 122860, 218300)		genereviews	sost	bone	direct	no abnormal mineralization of bone tissue	and no abnormal mineralization of bone tissue				NON
408	17.15 Pyle Disease (MIM 265900)	ORPHA:3005	spranger_entites	e17_15_pyle_di_s_e_a_s_e_m_i_m_2_6_5_9_0_0	bone	direct	spongiotic hypertrophy with thin cortex	The conversion of spongiotic bone to cortical bone is impaired (“spongiotic hypertrophy” with thin cortex).				NOUVEAU
1282	17.4 Osteoectasia with Hyperphosphatasia (MIM 239000)		genereviews	ced	bone	direct	increased bone resorption and secondary remodeling with increased osteoblast activity and decreased lamellar bone deposition	histologic studies following steroid therapy showed increased bone resorption and secondary remodeling with increased osteoblast activity and decreased lamellar bone deposition	FOETO:PF.SQU-NOR-012 | Os lamellaire | squelette | 0.6	FOETO:PF.SQU-MAL-011 | Bandes d'interruption de l'ossification métaphysaire (bandes claires métaphysaires) | squelette | 0.5	FOETO:PF.MUL-MET-079 | Densification osseuse généralisée (pycnodysostose) | multi_organe | 0.5	NON
1342	17.6 Camurati-Engelmann Disease (MIM 131300)		genereviews	ced	bone	direct	increased bone resorption and secondary remodeling with increased osteoblast activity and decreased lamellar bone deposition	histologic studies following steroid therapy showed increased bone resorption and secondary remodeling with increased osteoblast activity and decreased lamellar bone deposition	FOETO:PF.SQU-NOR-012 | Os lamellaire | squelette | 0.6	FOETO:PF.SQU-MAL-011 | Bandes d'interruption de l'ossification métaphysaire (bandes claires métaphysaires) | squelette | 0.5	FOETO:PF.MUL-MET-079 | Densification osseuse généralisée (pycnodysostose) | multi_organe | 0.5	NON
1509	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	skin	direct	hyaline material accumulation in the dermis	Skin biopsy may show hyaline material accumulation in the dermis or nondiagnostic findings				NOUVEAU
1510	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	skin	direct	hyaline material in the dermis	Light microscopy demonstrates hyaline material in the dermis				NOUVEAU
1511	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	skin	direct	amorphous eosinophilic substance that is periodic acid-Schiff positive	The hyaline material appears as an amorphous eosinophilic substance that is periodic acid-Schiff positive				NOUVEAU
1512	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	skin	direct	spindle-shaped fibroblasts dispersed in abundant amounts of hyaline material	"The spindle-shaped fibroblasts dispersed in abundant amounts of hyaline material render a ""chondroid appearance."""				NOUVEAU
1513	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	skin	direct	cells filled with fine, fibrillary material with an enlarged endoplasmic reticulum and Golgi apparatus	Electron microscopy demonstrates cells filled with fine, fibrillary material with an enlarged endoplasmic reticulum and Golgi apparatus				NON
1514	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	intestine	direct	hyaline material in the intestine	Hyaline material is seen in the intestine in some individuals				NOUVEAU
1515	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	intestine	direct	villous atrophy, edema, and lymphangiectasia	Villous atrophy, edema, and lymphangiectasia may be seen in individuals with prominent gastrointestinal symptoms	FOETO:PP.PAR-RET-007 | Œdème villositaire | parenchyme | 0.9	FOETO:PF.DIG-MAL-012 | Effacement de l'architecture muqueuse intestinale | digestif | 0.5	FOETO:PF.DIG-MAL-005 | Aplatissement villositaire intestinal avec bouchons luminaux éosinophiles | digestif | 0.5	FOETO:PF.DIG-MAL-005
1516	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	skin	direct	hyaline deposition in the dermis	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1517	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	intestine	direct	hyaline deposition in the small and large intestine	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1518	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	skeletal muscle	direct	hyaline deposition in skeletal muscle	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.6			NOUVEAU
1519	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	lymph node	direct	hyaline deposition in lymph nodes	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1520	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	thymus	direct	hyaline deposition in the thymus	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1521	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	spleen	direct	hyaline deposition in the spleen	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1522	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	thyroid	direct	hyaline deposition in the thyroid	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1523	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	adrenal	direct	hyaline deposition in the adrenals	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1524	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	myocardium	direct	hyaline deposition in the myocardium	Hyaline deposition has been documented in the dermis, small and large intestine, skeletal muscle, lymph nodes, thymus, spleen, thyroid, adrenals, and myocardium	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1525	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	pancreas	direct	interstitial parenchymal fibrosis of the pancreas	Interstitial parenchymal fibrosis of the pancreas, skeletal muscle, lung, and liver was observed	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			NOUVEAU
1526	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	skeletal muscle	direct	interstitial parenchymal fibrosis of the skeletal muscle	Interstitial parenchymal fibrosis of the pancreas, skeletal muscle, lung, and liver was observed	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.6			NOUVEAU
1527	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	lung	direct	interstitial parenchymal fibrosis of the lung	Interstitial parenchymal fibrosis of the pancreas, skeletal muscle, lung, and liver was observed	FOETO:PF.POU-MAL-017 | Fibrose interstitielle pulmonaire | poumon | 0.6	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47		FOETO:PF.POU-MAL-017
1528	18.2 Hyaline Fibromatosis (MIM 228600)	ORPHA:498474	genereviews	sys-h	liver	direct	interstitial parenchymal fibrosis of the liver	Interstitial parenchymal fibrosis of the pancreas, skeletal muscle, lung, and liver was observed	FOETO:PF.MUL-MET-040 | Atrophie musculaire squelettique | multi_organe | 0.47			FOETO:PF.MUL-MET-132
1316	18.6 Hajdu-Cheney Osteolysis (MIM 102500)		genereviews	alagille	liver	direct	bile duct paucity	The histologic finding of bile duct paucity (an increased portal tract-to-bile duct ratio) on liver biopsy.	FOETO:PF.FOI-DYS-001 | Paucité des canaux biliaires interlobulaires | foie | 0.68	FOETO:PF.FOI-MAL-009 | Cellules cytomégaliques dans les canaux biliaires | foie | 0.6	FOETO:PP.PAR-NOR-003 | Autre (histo) | parenchyme | 0.47	FOETO:PF.FOI-DYS-001
1317	18.6 Hajdu-Cheney Osteolysis (MIM 102500)		genereviews	alagille	liver	direct	bile duct paucity	Liver biopsy typically shows paucity of the intrahepatic bile ducts, which may be progressive.	FOETO:PF.FOI-DYS-001 | Paucité des canaux biliaires interlobulaires | foie | 0.7	FOETO:PF.FOI-MAL-009 | Cellules cytomégaliques dans les canaux biliaires | foie | 0.6		FOETO:PF.FOI-DYS-001
1239	19.3 Progressive Osseous Heteroplasia (MIM 166350)		spranger_entites	e19_3_progre_s_s_i_v_e_os_s_e_ous_h_eteropla_s_i_a_m_i_m_1_6_6_3_5_0	dermis	direct	membranous ossification in the dermis	The lesions start with a maculopapular skin rash followed by membranous ossification in the dermis				NOUVEAU
1240	19.3 Progressive Osseous Heteroplasia (MIM 166350)		spranger_entites	e19_3_progre_s_s_i_v_e_os_s_e_ous_h_eteropla_s_i_a_m_i_m_1_6_6_3_5_0	dermis	direct	osteoma cutis	The lesions start with a maculopapular skin rash followed by membranous ossification in the dermis (osteoma cutis)				NOUVEAU
1417	20.1 Campomelic Dysplasia (MIM 211990, 114290)	ORPHA:140	genereviews	campo-dysp	pancreas	direct	Histologic pancreatic abnormalities	Histologic pancreatic abnormalities have been described in three newborns who died at term from CD				NON
1482	20.7 Nail-Patella Syndrome (MIM 161200)	ORPHA:2614	genereviews	nail-ps	kidney	direct	irregular thickening of the glomerular basement membrane with electron-lucent areas giving a mottled 'moth-eaten' appearance	"irregular thickening of the glomerular basement membrane with electron-lucent areas giving a mottled ""moth-eaten"" appearance"				NOUVEAU
1483	20.7 Nail-Patella Syndrome (MIM 161200)	ORPHA:2614	genereviews	nail-ps	kidney	direct	presence of collagen-like fibers within the basement membrane and the mesangial matrix	presence of collagen-like fibers within the basement membrane and the mesangial matrix				NOUVEAU
1472	20.8 Ischio-Pubic-Patellar Dysplasia (MIM 147891)		genereviews	nail-ps	kidney	direct	"irregular thickening of the glomerular basement membrane with electron-lucent areas giving a mottled ""moth-eaten"" appearance"	"irregular thickening of the glomerular basement membrane with electron-lucent areas giving a mottled ""moth-eaten"" appearance"				NOUVEAU
1473	20.8 Ischio-Pubic-Patellar Dysplasia (MIM 147891)		genereviews	nail-ps	kidney	direct	presence of collagen-like fibers within the basement membrane and the mesangial matrix	presence of collagen-like fibers within the basement membrane and the mesangial matrix				NOUVEAU
1337	21.6 IMAGE (Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, and Genital Anomalies) Syndrome (MIM 614732)		genereviews	image	muscle	direct	nonspecific myopathic changes	muscle biopsy showed nonspecific myopathic changes [Lienhardt et al 2002]	FOETO:PF.MUS-RET-030 | Inclusions polyglucosaniques sarcoplasmiques (PAS+ diastase-résistantes) | muscle | 0.5	FOETO:PF.MUL-MET-096 | Déficit d'un complexe de la chaîne respiratoire mitochondriale dans le muscle | multi_organe | 0.5	FOETO:PF.MUS-RET-017 | Déficit en α-dystroglycane en immunohistochimie | muscle | 0.5	NON
1104	23.1 Apert Syndrome (MIM 101200)	ORPHA:87	devneuro	ch18_antenatal_disruptions	brain	direct	fused thalami	Apert syndrome with fused thalami				FOETO:PF.CER-MAL-220
